Speed (without acceleration),Angle speed,First ticks per step,Ticks per Step,Steps per Second,Max angle before gravity,Max angle before reset
3694,1237,,11.00,2.73,56679,114267
3695,1238,,11.00,2.73,56721,114342
3696,1239,,11.00,2.73,56756,114407
3697,1240,,11.00,2.73,56791,114472
3698,1241,,11.00,2.73,56826,114537
3699,1242,,11.00,2.73,56861,114602
3700,1243,,11.00,2.73,56903,114677
3701,1244,,11.00,2.73,56938,114742
3702,1245,,11.00,2.73,56973,114807
3703,1246,,11.00,2.73,57008,114872
3704,1247,,11.00,2.73,57050,114947
3705,1248,,11.00,2.73,57085,115012
3706,1249,,11.00,2.73,57120,115077
3707,1250,,11.00,2.73,57155,115142
3708,1251,,11.00,2.73,57190,115207
3709,1252,,11.00,2.73,57232,115282
3710,1253,,11.00,2.73,57267,115347
3711,1254,,11.00,2.73,57302,115412
3712,1255,,11.00,2.73,57337,115477
3713,1256,,10.67,2.81,53330,110220
3714,1257,,10.67,2.81,53364,110284
3715,1258,,10.50,2.86,50986,107126
3716,1259,,10.50,2.86,51020,107190
3717,1260,,10.50,2.86,51051,107249
3718,1261,,10.50,2.86,51082,107309
3719,1262,,10.50,2.86,51113,107368
3720,1263,,10.50,2.86,51148,107433
3721,1264,,10.50,2.86,51182,107497
3722,1265,,10.50,2.86,51213,107556
3723,1266,,10.50,2.86,51244,107616
3724,1267,,10.50,2.86,51275,107675
3725,1268,,10.50,2.86,51306,107735
3726,1269,,10.50,2.86,51340,107799
3727,1270,,10.50,2.86,51371,107858
3728,1271,,10.50,2.86,51405,107923
3729,1272,,10.50,2.86,51436,107982
3730,1273,,10.50,2.86,51470,108046
3731,1274,,10.50,2.86,51501,108106
3732,1275,,10.50,2.86,51532,108166
3733,1276,,10.50,2.86,51563,108225
3734,1277,,10.50,2.86,51594,108285
3735,1278,,10.50,2.86,51628,108349
3736,1279,,10.50,2.86,51663,108413
3737,1280,,10.34,2.9,49321,105277
3738,1281,,10.33,2.9,49338,105318
3739,1282,,10.33,2.9,49368,105376
3740,1283,11,10.00,3,45321,100044
3741,1284,11,10.00,3,45348,100098
3742,1285,11,10.00,3,45375,100152
3743,1286,11,10.00,3,45402,100206
3744,1287,11,10.00,3,45435,100269
3745,1288,11,10.00,3,45462,100323
3746,1289,11,10.00,3,45489,100377
3747,1290,11,10.00,3,45516,100431
3748,1291,11,10.00,3,45543,100485
3749,1292,11,10.00,3,45570,100539
3750,1293,11,10.00,3,45597,100593
3751,1294,11,10.00,3,45624,100647
3752,1295,11,10.00,3,45651,100701
3753,1296,11,10.00,3,45678,100755
3754,1297,11,10.00,3,45711,100818
3755,1298,11,10.00,3,45738,100872
3756,1299,11,10.00,3,45765,100926
3757,1300,11,10.00,3,45792,100980
3758,1301,11,10.00,3,45819,101034
3759,1302,11,10.00,3,45846,101088
3760,1303,11,10.00,3,45873,101142
3761,1304,11,10.00,3,45900,101196
3762,1305,11,10.00,3,45927,101250
3763,1306,11,10.00,3,45960,101313
3764,1307,11,10.00,3,45987,101367
3765,1308,11,10.00,3,46014,101421
3766,1309,11,10.00,3,46041,101475
3767,1310,11,10.00,3,46068,101529
3768,1311,11,10.00,3,46095,101583
3769,1312,11,10.00,3,46122,101637
3770,1313,11,10.00,3,46149,101691
3771,1314,11,10.00,3,46176,101745
3772,1315,11,10.00,3,46209,101808
3773,1316,11,10.00,3,46236,101862
3774,1317,11,10.00,3,46263,101916
3775,1318,11,10.00,3,46290,101970
3776,1319,11,10.00,3,46317,102024
3777,1320,11,10.00,3,46344,102078
3778,1321,11,10.00,3,46371,102132
3779,1322,11,10.00,3,46398,102186
3780,1323,11,10.00,3,46425,102240
3781,1324,11,10.00,3,46458,102303
3782,1325,11,10.00,3,46485,102357
3783,1326,11,10.00,3,46512,102411
3784,1327,11,10.00,3,46539,102465
3785,1328,11,10.00,3,46566,102519
3786,1329,11,10.00,3,46593,102573
3787,1330,11,10.00,3,46620,102627
3788,1331,11,10.00,3,46647,102681
3789,1332,11,10.00,3,46674,102735
3790,1333,11,10.00,3,46707,102798
3791,1334,11,10.00,3,46734,102852
3792,1335,11,10.00,3,46761,102906
3793,1336,11,10.00,3,46788,102960
3794,1337,11,10.00,3,46815,103014
3795,1338,11,10.00,3,46842,103068
3796,1339,11,10.00,3,46869,103122
3797,1340,11,10.00,3,46896,103176
3798,1341,11,10.00,3,46923,103230
3799,1342,11,10.00,3,46956,103293
3800,1343,11,10.00,3,46983,103347
3801,1344,11,10.00,3,47010,103401
3802,1345,11,10.00,3,47037,103455
3803,1346,11,10.00,3,47064,103509
3804,1347,11,10.00,3,47091,103563
3805,1348,11,10.00,3,47118,103617
3806,1349,11,10.00,3,47145,103671
3807,1350,11,10.00,3,47172,103725
3808,1351,11,10.00,3,47205,103788
3809,1352,11,10.00,3,47232,103842
3810,1353,11,10.00,3,47259,103896
3811,1354,11,10.00,3,47286,103950
3812,1355,11,10.00,3,47313,104004
3813,1356,11,10.00,3,47340,104058
3814,1357,11,10.00,3,47367,104112
3815,1358,11,10.00,3,47394,104166
3816,1359,11,10.00,3,47421,104220
3817,1360,11,10.00,3,47454,104283
3818,1361,11,10.00,3,47481,104337
3819,1362,11,10.00,3,47508,104391
3820,1363,11,10.00,3,47535,104445
3821,1364,11,10.00,3,47562,104499
3822,1365,11,10.00,3,47589,104553
3823,1366,11,10.00,3,47616,104607
3824,1367,11,10.00,3,47643,104661
3825,1368,11,10.00,3,47670,104715
3826,1369,11,10.00,3,47703,104778
3827,1370,11,10.00,3,47730,104832
3828,1371,11,10.00,3,47757,104886
3829,1372,11,10.00,3,47784,104940
3830,1373,11,10.00,3,47811,104994
3831,1374,11,10.00,3,47838,105048
3832,1375,11,10.00,3,47865,105102
3833,1376,11,10.00,3,47892,105156
3834,1377,11,10.00,3,47919,105210
3835,1378,11,10.00,3,47952,105273
3836,1379,11,10.00,3,47979,105327
3837,1380,11,10.00,3,48006,105381
3838,1381,11,10.00,3,48033,105435
3839,1382,11,10.00,3,48060,105489
3840,1383,11,10.00,3,48087,105543
3841,1384,11,10.00,3,48114,105597
3842,1385,11,10.00,3,48141,105651
3843,1386,11,10.00,3,48168,105705
3844,1387,11,10.00,3,48201,105768
3845,1388,11,10.00,3,48228,105822
3846,1389,11,10.00,3,48255,105876
3847,1390,11,10.00,3,48282,105930
3848,1391,11,10.00,3,48309,105984
3849,1392,11,10.00,3,48336,106038
3850,1393,11,10.00,3,48363,106092
3851,1394,11,10.00,3,48390,106146
3852,1395,11,10.00,3,48417,106200
3853,1396,11,10.00,3,48450,106263
3854,1397,11,10.00,3,48477,106317
3855,1398,11,10.00,3,48504,106371
3856,1399,11,10.00,3,48531,106425
3857,1400,11,10.00,3,48558,106479
3858,1401,11,10.00,3,48585,106533
3859,1402,11,10.00,3,48612,106587
3860,1403,11,10.00,3,48639,106641
3861,1404,11,10.00,3,48666,106695
3862,1405,11,10.00,3,48699,106758
3863,1406,11,10.00,3,48726,106812
3864,1407,11,10.00,3,48753,106866
3865,1408,11,10.00,3,48780,106920
3866,1409,11,10.00,3,48807,106974
3867,1410,11,10.00,3,48834,107028
3868,1411,11,10.00,3,48861,107082
3869,1412,11,10.00,3,48888,107136
3870,1413,11,10.00,3,48915,107190
3871,1414,11,10.00,3,48948,107253
3872,1415,11,10.00,3,48975,107307
3873,1416,11,10.00,3,49002,107361
3874,1417,11,10.00,3,49029,107415
3875,1418,11,10.00,3,49056,107469
3876,1419,11,10.00,3,49083,107523
3877,1420,11,10.00,3,49110,107577
3878,1421,11,10.00,3,49137,107631
3879,1422,11,10.00,3,49164,107685
3880,1423,11,10.00,3,49197,107748
3881,1424,11,10.00,3,49224,107802
3882,1425,11,10.00,3,49251,107856
3883,1426,11,10.00,3,49278,107910
3884,1427,11,10.00,3,49305,107964
3885,1428,11,10.00,3,49332,108018
3886,1429,11,10.00,3,49359,108072
3887,1430,11,10.00,3,49386,108126
3888,1431,11,10.00,3,49413,108180
3889,1432,11,10.00,3,49446,108243
3890,1433,11,10.00,3,49473,108297
3891,1434,11,10.00,3,49500,108351
3892,1435,11,10.00,3,49527,108405
3893,1436,11,10.00,3,49554,108459
3894,1437,11,10.00,3,49581,108513
3895,1438,11,10.00,3,49608,108567
3896,1439,11,10.00,3,49635,108621
3897,1440,11,10.00,3,49662,108675
3898,1441,11,10.00,3,49695,108738
3899,1442,11,10.00,3,49722,108792
3900,1443,11,10.00,3,49749,108846
3901,1444,11,10.00,3,49776,108900
3902,1445,11,10.00,3,49803,108954
3903,1446,11,10.00,3,49830,109008
3904,1447,11,10.00,3,49857,109062
3905,1448,11,10.00,3,49884,109116
3906,1449,11,10.00,3,49911,109170
3907,1450,11,10.00,3,49944,109233
3908,1451,11,10.00,3,49971,109287
3909,1452,11,10.00,3,49998,109341
3910,1453,11,10.00,3,50025,109395
3911,1454,11,10.00,3,50052,109449
3912,1455,11,10.00,3,50079,109503
3913,1456,11,10.00,3,50106,109557
3914,1457,11,10.00,3,50133,109611
3915,1458,11,10.00,3,50160,109665
3916,1459,11,10.00,3,50193,109728
3917,1460,11,10.00,3,50220,109782
3918,1461,11,10.00,3,50247,109836
3919,1462,11,10.00,3,50274,109890
3920,1463,11,10.00,3,50301,109944
3921,1464,11,10.00,3,50328,109998
3922,1465,11,10.00,3,50355,110052
3923,1466,11,10.00,3,50382,110106
3924,1467,11,10.00,3,50409,110160
3925,1468,11,10.00,3,50442,110223
3926,1469,11,10.00,3,50469,110277
3927,1470,11,10.00,3,50496,110331
3928,1471,11,10.00,3,50523,110385
3929,1472,11,10.00,3,50550,110439
3930,1473,11,10.00,3,50577,110493
3931,1474,11,10.00,3,50604,110547
3932,1475,11,10.00,3,50631,110601
3933,1476,11,10.00,3,50658,110655
3934,1477,11,10.00,3,50691,110718
3935,1478,11,10.00,3,50718,110772
3936,1479,11,10.00,3,50745,110826
3937,1480,,10.00,3,50772,110880
3938,1481,,10.00,3,50799,110934
3939,1482,,10.00,3,50826,110988
3940,1483,,10.00,3,50853,111042
3941,1484,,10.00,3,50880,111096
3942,1485,,10.00,3,50907,111150
3943,1486,,10.00,3,50940,111213
3944,1487,,10.00,3,50967,111267
3945,1488,,10.00,3,50994,111321
3946,1489,,10.00,3,51021,111375
3947,1490,,10.00,3,51048,111429
3948,1491,,10.00,3,51075,111483
3949,1492,,10.00,3,51102,111537
3950,1493,,10.00,3,51129,111591
3951,1494,,10.00,3,51156,111645
3952,1495,,10.00,3,51189,111708
3953,1496,,10.00,3,51216,111762
3954,1497,,10.00,3,51243,111816
3955,1498,,10.00,3,51270,111870
3956,1499,,10.00,3,51297,111924
3957,1500,,10.00,3,51324,111978
3958,1501,,10.00,3,51351,112032
3959,1502,,10.00,3,51378,112086
3960,1503,,10.00,3,51405,112140
3961,1504,,10.00,3,51438,112203
3962,1505,,10.00,3,51465,112257
3963,1506,,10.00,3,51492,112311
3964,1507,,10.00,3,51519,112365
3965,1508,,10.00,3,51546,112419
3966,1509,,10.00,3,51573,112473
3967,1510,,10.00,3,51600,112527
3968,1511,,10.00,3,51627,112581
3969,1512,,10.00,3,51654,112635
3970,1513,,10.00,3,51687,112698
3971,1514,,10.00,3,51714,112752
3972,1515,,10.00,3,51741,112806
3973,1516,,10.00,3,51768,112860
3974,1517,,10.00,3,51795,112914
3975,1518,,10.00,3,51822,112968
3976,1519,,10.00,3,51849,113022
3977,1520,,10.00,3,51876,113076
3978,1521,,10.00,3,51903,113130
3979,1522,,10.00,3,51936,113193
3980,1523,,10.00,3,51963,113247
3981,1524,,10.00,3,51990,113301
3982,1525,,10.00,3,52017,113355
3983,1526,,10.00,3,52044,113409
3984,1527,,10.00,3,52071,113463
3985,1528,,10.00,3,52098,113517
3986,1529,,10.00,3,52125,113571
3987,1530,,10.00,3,52152,113625
3988,1531,,10.00,3,52185,113688
3989,1532,,10.00,3,52212,113742
3990,1533,,10.00,3,52239,113796
3991,1534,,10.00,3,52266,113850
3992,1535,,10.00,3,52293,113904
3993,1536,,10.00,3,52320,113958
3994,1537,,10.00,3,52347,114012
3995,1538,,10.00,3,52374,114066
3996,1539,,10.00,3,52401,114120
3997,1540,,10.00,3,52434,114183
3998,1541,,10.00,3,52461,114237
3999,1542,,10.00,3,52488,114291
4000,1543,,10.00,3,52515,114345
4001,1544,,10.00,3,52542,114399
4002,1545,,10.00,3,52569,114453
4003,1546,,10.00,3,52596,114507
4004,1547,,10.00,3,52623,114561
4005,1548,,10.00,3,52650,114615
4006,1549,,10.00,3,52683,114678
4007,1550,,10.00,3,52710,114732
4008,1551,,10.00,3,52737,114786
4009,1552,,10.00,3,52764,114840
4010,1553,,10.00,3,52791,114894
4011,1554,,10.00,3,52818,114948
4012,1555,,10.00,3,52845,115002
4013,1556,,10.00,3,52872,115056
4014,1557,,10.00,3,52899,115110
4015,1558,,10.00,3,52932,115173
4016,1559,,10.00,3,52959,115227
4017,1560,,10.00,3,52986,115281
4018,1561,,10.00,3,53013,115335
4019,1562,,10.00,3,53040,115389
4020,1563,,10.00,3,53067,115443
4021,1564,,10.00,3,53094,115497
4022,1565,,10.00,3,53121,115551
4023,1566,,10.00,3,53148,115605
4024,1567,,10.00,3,53181,115668
4025,1568,,10.00,3,53208,115722
4026,1569,,10.00,3,53235,115776
4027,1570,,10.00,3,53262,115830
4028,1571,,10.00,3,53289,115884
4029,1572,,10.00,3,53316,115938
4030,1573,,10.00,3,53343,115992
4031,1574,,10.00,3,53370,116046
4032,1575,,10.00,3,53397,116100
4033,1576,,10.00,3,53430,116163
4034,1577,,10.00,3,53457,116217
4035,1578,,10.00,3,53484,116271
4036,1579,,10.00,3,53511,116325
4037,1580,,10.00,3,53538,116379
4038,1581,,10.00,3,53565,116433
4039,1582,,10.00,3,53592,116487
4040,1583,,10.00,3,53619,116541
4041,1584,,10.00,3,53646,116595
4042,1585,,10.00,3,53679,116658
4043,1586,,10.00,3,53706,116712
4044,1587,,10.00,3,53733,116766
4045,1588,,10.00,3,53760,116820
4046,1589,,10.00,3,53787,116874
4047,1590,,10.00,3,53814,116928
4048,1591,,10.00,3,53841,116982
4049,1592,,10.00,3,53868,117036
4050,1593,,10.00,3,53895,117090
4051,1594,,10.00,3,53928,117153
4052,1595,,10.00,3,53955,117207
4053,1596,,10.00,3,53982,117261
4054,1597,,10.00,3,54009,117315
4055,1598,,10.00,3,54036,117369
4056,1599,,10.00,3,54063,117423
4057,1600,,10.00,3,54090,117477
4058,1601,,10.00,3,54117,117531
4059,1602,,10.00,3,54144,117585
4060,1603,,10.00,3,54177,117648
4061,1604,,10.00,3,54204,117702
4062,1605,,10.00,3,54231,117756
4063,1606,,10.00,3,54258,117810
4064,1607,,10.00,3,54285,117864
4065,1608,,10.00,3,54312,117918
4066,1609,,10.00,3,54339,117972
4067,1610,,10.00,3,54366,118026
4068,1611,,10.00,3,54393,118080
4069,1612,,10.00,3,54426,118143
4070,1613,,10.00,3,54453,118197
4071,1614,,10.00,3,54480,118251
4072,1615,,10.00,3,54507,118305
4073,1616,,10.00,3,54534,118359
4074,1617,,10.00,3,54561,118413
4075,1618,,10.00,3,54588,118467
4076,1619,,10.00,3,54615,118521
4077,1620,,10.00,3,54642,118575
4078,1621,,10.00,3,54675,118638
4079,1622,,10.00,3,54702,118692
4080,1623,,10.00,3,54729,118746
4081,1624,,10.00,3,54756,118800
4082,1625,,10.00,3,54783,118854
4083,1626,,10.00,3,54810,118908
4084,1627,,10.00,3,54837,118962
4085,1628,,10.00,3,54864,119016
4086,1629,,10.00,3,54891,119070
4087,1630,,10.00,3,54924,119133
4088,1631,,10.00,3,54951,119187
4089,1632,,10.00,3,54978,119241
4090,1633,,10.00,3,55005,119295
4091,1634,,10.00,3,55032,119349
4092,1635,,10.00,3,55059,119403
4093,1636,,10.00,3,55086,119457
4094,1637,,10.00,3,55113,119511
4095,1638,,10.00,3,55140,119565
4096,1639,,10.00,3,55173,119628
4097,1640,,10.00,3,55200,119682
4098,1641,,10.00,3,55227,119736
4099,1642,,10.00,3,55254,119790
4100,1643,,10.00,3,55281,119844
4101,1644,,10.00,3,55308,119898
4102,1645,,10.00,3,55335,119952
4103,1646,,10.00,3,55362,120006
4104,1647,,10.00,3,55389,120060
4105,1648,,10.00,3,55422,120123
4106,1649,,10.00,3,55449,120177
4107,1650,,10.00,3,55476,120231
4108,1651,,10.00,3,55503,120285
4109,1652,,10.00,3,55530,120339
4110,1653,,10.00,3,55557,120393
4111,1654,,10.00,3,55584,120447
4112,1655,,10.00,3,55611,120501
4113,1656,,10.00,3,55638,120555
4114,1657,,10.00,3,55671,120618
4115,1658,,10.00,3,55698,120672
4116,1659,,10.00,3,55725,120726
4117,1660,,10.00,3,55752,120780
4118,1661,,10.00,3,55779,120834
4119,1662,,10.00,3,55806,120888
4120,1663,,10.00,3,55833,120942
4121,1664,,10.00,3,55860,120996
4122,1665,,10.00,3,55887,121050
4123,1666,,10.00,3,55920,121113
4124,1667,,10.00,3,55947,121167
4125,1668,,10.00,3,55974,121221
4126,1669,,10.00,3,56001,121275
4127,1670,,10.00,3,56028,121329
4128,1671,,10.00,3,56055,121383
4129,1672,,10.00,3,56082,121437
4130,1673,,10.00,3,56109,121491
4131,1674,,10.00,3,56136,121545
4132,1675,,10.00,3,56169,121608
4133,1676,,10.00,3,56196,121662
4134,1677,,10.00,3,56223,121716
4135,1678,,10.00,3,56250,121770
4136,1679,,10.00,3,56277,121824
4137,1680,,10.00,3,56304,121878
4138,1681,,10.00,3,56331,121932
4139,1682,,10.00,3,56358,121986
4140,1683,,10.00,3,56385,122040
4141,1684,,10.00,3,56418,122103
4142,1685,,10.00,3,56445,122157
4143,1686,,10.00,3,56472,122211
4144,1687,,10.00,3,56499,122265
4145,1688,,10.00,3,56526,122319
4146,1689,,10.00,3,56553,122373
4147,1690,,10.00,3,56580,122427
4148,1691,,10.00,3,56607,122481
4149,1692,,10.00,3,56634,122535
4150,1693,,10.00,3,56667,122598
4151,1694,,10.00,3,56694,122652
4152,1695,,10.00,3,56721,122706
4153,1696,,10.00,3,56748,122760
4154,1697,,10.00,3,56775,122814
4155,1698,,10.00,3,56802,122868
4156,1699,,10.00,3,56829,122922
4157,1700,,10.00,3,56856,122976
4158,1701,,10.00,3,56883,123030
4159,1702,,10.00,3,56916,123093
4160,1703,,10.00,3,56943,123147
4161,1704,,10.00,3,56970,123201
4162,1705,,10.00,3,56997,123255
4163,1706,,10.00,3,57024,123309
4164,1707,,10.00,3,57051,123363
4165,1708,,10.00,3,57078,123417
4166,1709,,10.00,3,57105,123471
4167,1710,,10.00,3,57132,123525
4168,1711,,10.00,3,57165,123588
4169,1712,,10.00,3,57192,123642
4170,1713,,10.00,3,57219,123696
4171,1714,,10.00,3,57246,123750
4172,1715,,10.00,3,57273,123804
4173,1716,,10.00,3,57300,123858
4174,1717,,10.00,3,57327,123912
4175,1718,,9.67,3.1,52054,116606
4176,1719,,9.67,3.1,52079,116657
4177,1720,,9.67,3.1,52103,116707
4178,1721,,9.67,3.1,52128,116758
4179,1722,,9.50,3.16,49971,113828
4180,1723,,9.50,3.16,49997,113881
4181,1724,,9.50,3.16,50021,113930
4182,1725,,9.50,3.16,50044,113979
4183,1726,,9.50,3.16,50068,114028
4184,1727,,9.50,3.16,50091,114077
4185,1728,,9.50,3.16,50115,114126
4186,1729,,9.50,3.16,50138,114175
4187,1730,,9.50,3.16,50162,114224
4188,1731,,9.50,3.16,50185,114273
4189,1732,,9.50,3.16,50209,114322
4190,1733,,9.50,3.16,50235,114375
4191,1734,,9.50,3.16,50258,114424
4192,1735,,9.50,3.16,50282,114473
4193,1736,,9.50,3.16,50305,114522
4194,1737,,9.50,3.16,50329,114571
4195,1738,,9.50,3.16,50352,114620
4196,1739,,9.50,3.16,50376,114669
4197,1740,,9.50,3.16,50399,114718
4198,1741,,9.50,3.16,50423,114767
4199,1742,,9.50,3.16,50446,114816
4200,1743,,9.50,3.16,50472,114869
4201,1744,,9.50,3.16,50496,114918
4202,1745,,9.50,3.16,50519,114967
4203,1746,,9.50,3.16,50543,115016
4204,1747,,9.50,3.16,50566,115065
4205,1748,,9.50,3.16,50590,115114
4206,1749,,9.50,3.16,50613,115163
4207,1750,,9.50,3.16,50637,115212
4208,1751,,9.50,3.16,50660,115261
4209,1752,,9.50,3.16,50684,115310
4210,1753,,9.50,3.16,50710,115363
4211,1754,,9.50,3.16,50733,115412
4212,1755,,9.50,3.16,50757,115461
4213,1756,,9.50,3.16,50780,115510
4214,1757,,9.33,3.22,48573,112509
4215,1758,,9.33,3.22,48069,111715
4216,1759,,9.33,3.22,48091,111762
4217,1760,10,9.00,3.33,43390,105286
4218,1761,10,9.00,3.33,43410,105330
4219,1762,10,9.00,3.33,43430,105374
4220,1763,10,9.00,3.33,43450,105418
4221,1764,10,9.00,3.33,43470,105462
4222,1765,10,9.00,3.33,43490,105506
4223,1766,10,9.00,3.33,43510,105550
4224,1767,10,9.00,3.33,43530,105594
4225,1768,10,9.00,3.33,43550,105638
4226,1769,10,9.00,3.33,43570,105682
4227,1770,10,9.00,3.33,43590,105726
4228,1771,10,9.00,3.33,43610,105770
4229,1772,10,9.00,3.33,43630,105814
4230,1773,10,9.00,3.33,43650,105858
4231,1774,10,9.00,3.33,43670,105902
4232,1775,10,9.00,3.33,43690,105946
4233,1776,10,9.00,3.33,43710,105990
4234,1777,10,9.00,3.33,43730,106034
4235,1778,10,9.00,3.33,43750,106078
4236,1779,10,9.00,3.33,43770,106122
4237,1780,10,9.00,3.33,43790,106166
4238,1781,10,9.00,3.33,43810,106210
4239,1782,10,9.00,3.33,43830,106254
4240,1783,10,9.00,3.33,43850,106298
4241,1784,10,9.00,3.33,43870,106342
4242,1785,10,9.00,3.33,43890,106386
4243,1786,10,9.00,3.33,43910,106430
4244,1787,10,9.00,3.33,43930,106474
4245,1788,10,9.00,3.33,43950,106518
4246,1789,10,9.00,3.33,43970,106562
4247,1790,10,9.00,3.33,43990,106606
4248,1791,10,9.00,3.33,44010,106650
4249,1792,10,9.00,3.33,44030,106694
4250,1793,10,9.00,3.33,44050,106738
4251,1794,10,9.00,3.33,44070,106782
4252,1795,10,9.00,3.33,44090,106826
4253,1796,10,9.00,3.33,44110,106870
4254,1797,10,9.00,3.33,44130,106914
4255,1798,10,9.00,3.33,44150,106958
4256,1799,10,9.00,3.33,44170,107002
4257,1800,10,9.00,3.33,44190,107046
4258,1801,10,9.00,3.33,44210,107090
4259,1802,10,9.00,3.33,44230,107134
4260,1803,10,9.00,3.33,44250,107178
4261,1804,10,9.00,3.33,44270,107222
4262,1805,10,9.00,3.33,44290,107266
4263,1806,10,9.00,3.33,44310,107310
4264,1807,10,9.00,3.33,44330,107354
4265,1808,10,9.00,3.33,44350,107398
4266,1809,10,9.00,3.33,44370,107442
4267,1810,10,9.00,3.33,44390,107486
4268,1811,10,9.00,3.33,44410,107530
4269,1812,10,9.00,3.33,44430,107574
4270,1813,10,9.00,3.33,44450,107618
4271,1814,10,9.00,3.33,44470,107662
4272,1815,10,9.00,3.33,44490,107706
4273,1816,10,9.00,3.33,44510,107750
4274,1817,10,9.00,3.33,44530,107794
4275,1818,10,9.00,3.33,44550,107838
4276,1819,10,9.00,3.33,44570,107882
4277,1820,10,9.00,3.33,44590,107926
4278,1821,10,9.00,3.33,44610,107970
4279,1822,10,9.00,3.33,44630,108014
4280,1823,10,9.00,3.33,44650,108058
4281,1824,10,9.00,3.33,44670,108102
4282,1825,10,9.00,3.33,44690,108146
4283,1826,10,9.00,3.33,44710,108190
4284,1827,10,9.00,3.33,44730,108234
4285,1828,10,9.00,3.33,44750,108278
4286,1829,10,9.00,3.33,44770,108322
4287,1830,10,9.00,3.33,44790,108366
4288,1831,10,9.00,3.33,44810,108410
4289,1832,10,9.00,3.33,44830,108454
4290,1833,10,9.00,3.33,44850,108498
4291,1834,10,9.00,3.33,44870,108542
4292,1835,10,9.00,3.33,44890,108586
4293,1836,10,9.00,3.33,44910,108630
4294,1837,10,9.00,3.33,44930,108674
4295,1838,10,9.00,3.33,44950,108718
4296,1839,10,9.00,3.33,44970,108762
4297,1840,10,9.00,3.33,44990,108806
4298,1841,10,9.00,3.33,45010,108850
4299,1842,10,9.00,3.33,45030,108894
4300,1843,10,9.00,3.33,45050,108938
4301,1844,10,9.00,3.33,45070,108982
4302,1845,10,9.00,3.33,45090,109026
4303,1846,10,9.00,3.33,45110,109070
4304,1847,10,9.00,3.33,45130,109114
4305,1848,10,9.00,3.33,45150,109158
4306,1849,10,9.00,3.33,45170,109202
4307,1850,10,9.00,3.33,45190,109246
4308,1851,10,9.00,3.33,45210,109290
4309,1852,10,9.00,3.33,45230,109334
4310,1853,10,9.00,3.33,45250,109378
4311,1854,10,9.00,3.33,45270,109422
4312,1855,10,9.00,3.33,45290,109466
4313,1856,10,9.00,3.33,45310,109510
4314,1857,10,9.00,3.33,45330,109554
4315,1858,10,9.00,3.33,45350,109598
4316,1859,10,9.00,3.33,45370,109642
4317,1860,10,9.00,3.33,45390,109686
4318,1861,10,9.00,3.33,45410,109730
4319,1862,10,9.00,3.33,45430,109774
4320,1863,10,9.00,3.33,45450,109818
4321,1864,10,9.00,3.33,45470,109862
4322,1865,10,9.00,3.33,45490,109906
4323,1866,10,9.00,3.33,45510,109950
4324,1867,10,9.00,3.33,45530,109994
4325,1868,10,9.00,3.33,45550,110038
4326,1869,10,9.00,3.33,45570,110082
4327,1870,10,9.00,3.33,45590,110126
4328,1871,10,9.00,3.33,45610,110170
4329,1872,10,9.00,3.33,45630,110214
4330,1873,10,9.00,3.33,45650,110258
4331,1874,10,9.00,3.33,45670,110302
4332,1875,10,9.00,3.33,45690,110346
4333,1876,10,9.00,3.33,45710,110390
4334,1877,10,9.00,3.33,45730,110434
4335,1878,10,9.00,3.33,45750,110478
4336,1879,10,9.00,3.33,45770,110522
4337,1880,10,9.00,3.33,45790,110566
4338,1881,10,9.00,3.33,45810,110610
4339,1882,10,9.00,3.33,45830,110654
4340,1883,10,9.00,3.33,45850,110698
4341,1884,10,9.00,3.33,45870,110742
4342,1885,10,9.00,3.33,45890,110786
4343,1886,10,9.00,3.33,45910,110830
4344,1887,10,9.00,3.33,45930,110874
4345,1888,10,9.00,3.33,45950,110918
4346,1889,10,9.00,3.33,45970,110962
4347,1890,10,9.00,3.33,45990,111006
4348,1891,10,9.00,3.33,46010,111050
4349,1892,10,9.00,3.33,46030,111094
4350,1893,10,9.00,3.33,46050,111138
4351,1894,10,9.00,3.33,46070,111182
4352,1895,10,9.00,3.33,46090,111226
4353,1896,10,9.00,3.33,46110,111270
4354,1897,10,9.00,3.33,46130,111314
4355,1898,10,9.00,3.33,46150,111358
4356,1899,10,9.00,3.33,46170,111402
4357,1900,10,9.00,3.33,46190,111446
4358,1901,10,9.00,3.33,46210,111490
4359,1902,,9.00,3.33,46225,111526
4360,1903,,9.00,3.33,46245,111570
4361,1904,,9.00,3.33,46265,111614
4362,1905,,9.00,3.33,46285,111658
4363,1906,,9.00,3.33,46305,111702
4364,1907,,9.00,3.33,46325,111746
4365,1908,,9.00,3.33,46345,111790
4366,1909,,9.00,3.33,46365,111834
4367,1910,,9.00,3.33,46385,111878
4368,1911,,9.00,3.33,46405,111922
4369,1912,,9.00,3.33,46425,111966
4370,1913,,9.00,3.33,46445,112010
4371,1914,,9.00,3.33,46465,112054
4372,1915,,9.00,3.33,46485,112098
4373,1916,,9.00,3.33,46505,112142
4374,1917,,9.00,3.33,46525,112186
4375,1918,,9.00,3.33,46545,112230
4376,1919,,9.00,3.33,46565,112274
4377,1920,,9.00,3.33,46585,112318
4378,1921,,9.00,3.33,46605,112362
4379,1922,,9.00,3.33,46625,112406
4380,1923,,9.00,3.33,46645,112450
4381,1924,,9.00,3.33,46665,112494
4382,1925,,9.00,3.33,46685,112538
